onset	duration	amount	Probability	choseAccept	RT	choseRight
17.032	4	24	0.91	1	1.976	0
27.065	4	83	0.52	0	2.574	1
36.098	4	58	0.83	1	1.249	0
47.131	4	50	0.57	1	1.583	0
61.18	4	49	0.51	0	1.754	1
76.213	4	76	0.44	0	1.009	1
82.246	4	36	0.59	1	1.527	0
99.279	4	79	0.49	1	2.303	0
107.312	4	82	0.31	0	0.887	1
118.345	4	54	0.52	1	1.823	0
123.394	4	50	0.48	n/a	n/a	n/a
128.461	4	61	0.67	1	3.256	0
141.494	4	82	0.47	0	1.078	1
158.543	4	55	0.44	n/a	n/a	n/a
166.593	4	40	0.39	0	0.851	1
174.642	4	28	0.89	1	1.381	0
187.675	4	83	0.32	0	1.949	1
197.725	4	78	0.26	0	1.834	1
203.774	4	75	0.48	0	1.518	1
214.824	4	63	0.27	0	1.351	1
222.874	4	35	0.7	1	0.984	0
231.923	4	70	0.39	0	3.378	1
237.956	4	70	0.34	0	1.543	1
247.989	4	56	0.49	0	2.835	1
257.039	4	35	0.73	1	1.696	0
264.072	4	82	0.09	0	1.283	1
275.122	4	65	0.55	1	0.997	0
285.155	4	77	0.43	n/a	n/a	n/a
295.204	4	49	0.44	0	0.917	1
306.254	4	32	0.57	1	1.278	0
