onset	duration	amount	Probability	choseAccept	RT	choseRight
19.067	4	82	0.29	0	2.015	1
24.134	4	47	0.72	1	0.982	0
34.166	4	60	0.51	1	1.349	0
43.199	4	21	0.96	1	1.276	0
50.232	4	84	0.25	0	3.843	1
68.265	4	40	0.71	1	2.58	0
79.298	4	82	0.25	n/a	n/a	n/a
89.348	4	81	0.1	0	0.785	1
104.397	4	21	0.93	1	1.513	0
113.43	4	42	0.58	0	2.423	1
126.463	4	22	0.89	n/a	n/a	n/a
136.512	4	33	0.91	1	1.034	0
153.562	4	56	0.44	1	1.326	0
158.611	4	72	0.5	1	1.123	0
172.644	4	72	0.33	0	1.058	1
180.677	4	46	0.48	0	0.727	1
186.71	4	50	0.39	n/a	n/a	n/a
195.76	4	64	0.34	0	1.243	1
204.793	4	22	0.96	n/a	n/a	n/a
212.843	4	29	0.83	1	1.336	0
220.876	4	82	0.23	0	0.701	1
229.925	4	31	0.79	1	2.361	0
238.958	4	46	0.77	1	0.873	0
245.991	4	31	0.61	1	1.601	0
252.041	4	39	0.3	0	2.882	1
264.09	4	41	0.63	n/a	n/a	n/a
274.14	4	85	0.59	0	1.088	1
286.173	4	22	0.98	1	1.366	0
299.206	4	64	0.33	0	0.824	1
309.239	4	63	0.57	0	0.813	1
