onset	duration	amount	Delay	choseAccept	RT	choseRight
17.803	4	44	143	1	1.209	0
27.853	4	85	129	1	0.743	0
37.903	4	39	104	1	0.766	0
48.969	4	65	156	1	0.451	0
57.019	4	42	145	1	0.682	0
67.068	4	36	114	1	0.421	0
76.101	4	54	23	1	0.816	0
83.151	4	65	137	1	0.789	0
92.201	4	24	139	0	0.918	1
99.267	4	34	176	1	0.865	0
110.3	4	78	129	1	1.12	0
120.35	4	70	108	1	0.76	0
132.382	4	56	172	1	0.682	0
143.415	4	49	172	1	0.705	0
153.448	4	23	134	0	1.26	1
161.481	4	80	39	1	0.861	0
173.531	4	28	59	0	0.981	1
194.597	4	24	87	0	0.993	1
208.646	4	23	77	0	0.915	1
216.696	4	50	129	1	0.923	0
223.729	4	33	78	1	0.925	0
234.762	4	50	41	1	0.839	0
243.795	4	29	58	0	0.95	1
254.845	4	28	123	0	0.866	1
262.894	4	25	74	0	0.945	1
274.927	4	50	59	1	0.691	0
283.96	4	69	172	1	0.571	0
289.01	4	22	21	0	0.968	1
295.06	4	45	26	1	0.77	0
309.109	4	23	176	0	0.907	1
