onset	duration	amount	Probability	choseAccept	RT	choseRight
13.028	4	61	0.5	1	1.512	1
20.061	4	49	0.44	1	1.215	1
31.127	4	41	0.6	1	0.771	1
39.16	4	76	0.44	0	0.928	0
48.21	4	77	0.38	0	0.894	0
55.243	4	33	0.91	1	0.617	1
67.292	4	40	0.79	1	0.564	1
75.325	4	25	0.91	0	0.805	0
94.375	4	58	0.42	0	0.738	0
99.425	4	75	0.48	1	1.011	1
108.458	4	35	0.78	1	0.768	1
119.508	4	54	0.52	1	0.771	1
130.54	4	82	0.09	0	1.101	0
139.59	4	36	0.59	1	0.756	1
146.623	4	64	0.33	0	0.765	0
155.673	4	35	0.73	1	0.728	1
162.706	4	63	0.57	1	0.702	1
175.739	4	28	0.63	1	0.789	1
192.771	4	73	0.74	1	0.769	1
200.804	4	41	0.63	1	0.914	1
206.854	4	39	0.3	0	0.906	0
229.887	4	56	0.49	1	0.986	1
237.92	4	70	0.39	0	0.901	0
245.969	4	25	0.89	1	0.68	1
255.002	4	46	0.77	1	1.277	1
273.035	4	35	0.7	1	0.813	1
278.085	4	83	0.32	1	1.176	1
286.118	4	58	0.46	1	0.761	1
295.151	4	45	0.37	1	1.148	1
306.2	4	33	0.62	1	0.739	1
