onset	duration	amount	Probability	choseAccept	RT	choseRight
17.086	4	64	0.34	0	1.49	0
27.119	4	50	0.39	0	1.091	0
37.152	4	43	0.69	1	0.986	1
48.201	4	44	0.44	0	1.163	0
56.251	4	23	0.83	0	1.466	0
66.301	4	21	0.96	0	3.217	0
75.35	4	49	0.43	0	1.575	0
82.383	4	49	0.71	1	2.345	1
91.416	4	31	0.79	1	1.123	1
98.449	4	56	0.68	1	1.661	1
109.482	4	70	0.34	1	1.225	1
119.515	4	65	0.55	1	1.167	1
131.565	4	83	0.52	1	1.402	1
142.614	4	62	0.3	0	1.567	0
152.664	4	82	0.23	0	2.761	0
160.697	4	81	0.1	0	1.606	0
172.73	4	50	0.48	1	1.147	1
193.762	4	71	0.19	0	2.003	0
207.795	4	52	0.41	1	1.074	1
215.828	4	49	0.44	0	0.806	0
222.861	4	49	0.51	1	0.883	1
233.894	4	76	0.44	1	0.767	1
242.944	4	46	0.48	0	0.901	0
253.993	4	36	0.59	0	1.652	0
262.027	4	39	0.3	0	0.735	0
274.076	4	55	0.44	1	1.301	1
283.125	4	72	0.4	1	1.389	1
288.175	4	53	0.54	1	0.926	1
294.208	4	63	0.27	0	0.863	0
308.258	4	82	0.09	0	3.226	0
