onset	duration	amount	Probability	choseAccept	RT	choseRight
15.161	4	47	0.72	0	1.389	0
20.211	4	40	0.71	0	1.209	0
35.244	4	84	0.25	0	1.004	0
51.277	4	70	0.61	0	1.113	0
61.343	4	31	0.79	0	1.362	0
70.393	4	70	0.39	0	0.751	0
78.443	4	77	0.39	0	0.621	0
86.476	4	33	0.91	1	1.052	1
99.525	4	73	0.74	0	0.67	0
116.559	4	83	0.28	0	0.773	0
126.591	4	76	0.26	0	0.668	0
134.641	4	58	0.46	0	0.58	0
142.707	4	66	0.25	0	0.532	0
154.757	4	45	0.37	0	0.566	0
163.807	4	40	0.66	0	0.581	0
172.857	4	41	0.63	0	0.559	0
181.89	4	57	0.58	0	0.61	0
191.923	4	23	0.83	0	0.698	0
201.972	4	63	0.57	0	0.627	0
213.005	4	64	0.33	0	0.554	0
223.039	4	49	0.51	0	0.547	0
230.088	4	25	0.91	0	0.86	0
240.138	4	40	0.39	0	0.514	0
245.205	4	82	0.29	0	0.593	0
250.254	4	53	0.54	0	0.529	0
265.304	4	40	0.79	0	0.737	0
273.354	4	79	0.49	0	0.568	0
283.403	4	76	0.43	0	0.607	0
299.453	4	75	0.48	0	0.677	0
309.486	4	50	0.39	0	0.583	0
