onset	duration	amount	Delay	choseAccept	RT	choseRight
18.102	4	44	143	0	0.958	1
28.135	4	72	95	1	1.409	0
38.168	4	28	123	0	0.893	1
49.201	4	65	159	0	1.214	1
57.251	4	23	77	0	0.722	1
67.285	4	66	145	1	1.102	0
76.334	4	50	59	1	0.995	0
83.367	4	58	72	1	1.01	0
92.4	4	55	107	0	1.345	1
99.45	4	67	41	1	0.814	0
110.483	4	45	107	0	0.832	1
120.533	4	71	76	1	0.819	0
132.599	4	56	172	0	1.345	1
143.649	4	52	139	0	0.942	1
153.682	4	58	55	1	0.709	0
161.715	4	29	44	0	0.717	1
173.781	4	71	176	1	0.695	0
194.83	4	28	59	0	0.817	1
208.88	4	63	37	1	1.002	0
216.93	4	45	26	1	1.072	0
223.98	4	39	95	0	1.766	1
235.046	4	23	61	0	0.761	1
244.079	4	35	171	0	1.14	1
255.112	4	34	176	0	0.852	1
263.162	4	29	58	0	0.692	1
275.212	4	54	22	1	0.895	0
284.245	4	43	38	1	1.163	0
289.294	4	75	60	1	0.948	0
295.328	4	22	21	0	0.794	1
309.361	4	24	38	0	1.43	1
