onset	duration	amount	Delay	choseAccept	RT	choseRight
15.034	4	45	26	1	2.31	1
21.084	4	27	142	0	2.253	0
37.118	4	32	74	1	2.576	1
44.15	4	65	156	1	1.666	1
56.2	4	58	73	1	1.348	1
70.233	4	31	74	1	1.305	1
78.266	4	33	103	0	1.808	0
85.299	4	55	163	0	2.491	0
93.332	4	74	52	1	1.502	1
106.382	4	67	74	1	1.205	1
116.415	4	77	24	1	1.077	1
136.464	4	27	130	0	1.4	0
146.531	4	49	140	1	1.214	1
155.564	4	57	89	1	1.171	1
168.613	4	60	124	1	1.032	1
183.663	4	28	123	0	1.084	0
194.729	4	82	74	1	0.765	1
203.762	4	23	77	0	1.149	0
211.812	4	25	176	0	1.09	0
217.845	4	50	59	1	1.174	1
229.878	4	81	58	1	1.057	1
236.912	4	55	107	1	2.301	1
243.961	4	58	55	1	0.841	1
253.994	4	23	176	0	0.912	0
262.028	4	67	103	1	0.848	1
271.061	4	30	23	1	1.084	1
279.11	4	22	27	0	0.989	0
284.16	4	29	75	0	1.856	0
295.21	4	41	129	1	1.565	1
306.26	4	66	71	1	1.49	1
