onset	duration	amount	Delay	choseAccept	RT	choseRight
15.246	4	31	76	0	1.489	0
20.296	4	55	163	0	1.279	0
35.345	4	65	137	0	1.006	0
51.378	4	70	108	0	1.428	0
61.411	4	23	134	0	1.091	0
70.443	4	24	125	0	1.042	0
78.476	4	29	44	0	1.009	0
86.509	4	45	157	0	1.216	0
99.559	4	77	161	1	1.046	1
116.591	4	23	176	0	0.877	0
126.624	4	80	39	1	1.083	1
134.674	4	29	58	0	0.929	0
142.723	4	50	41	1	1.048	1
154.756	4	28	132	0	0.767	0
163.806	4	22	21	0	1.14	0
172.839	4	25	70	0	1.259	0
181.872	4	61	141	0	1.266	0
191.921	4	67	103	1	1.032	1
201.954	4	23	110	0	0.799	0
213.004	4	54	126	0	1.133	0
223.053	4	23	77	0	1.339	0
230.086	4	28	163	0	0.866	0
240.136	4	28	123	0	0.856	0
245.185	4	36	140	0	1.071	0
250.236	4	71	88	1	1.403	1
265.285	4	83	105	1	1.226	1
273.318	4	63	37	1	0.969	1
283.367	4	71	176	0	1.071	0
299.416	4	32	111	0	1.054	0
309.466	4	32	57	0	1.275	0
