onset	duration	amount	Probability	choseAccept	RT	choseRight
18.167	4	83	0.54	1	1.903	0
23.217	4	68	0.64	1	1.283	0
33.283	4	79	0.33	0	1.428	1
42.349	4	33	0.8	1	1.784	0
49.399	4	81	0.1	0	1.528	1
67.465	4	70	0.34	0	1.559	1
78.498	4	58	0.42	0	2.351	1
88.547	4	76	0.44	1	1.358	0
103.58	4	75	0.48	1	1.918	0
112.646	4	25	0.91	0	1.802	1
125.695	4	72	0.5	1	1.129	0
135.728	4	77	0.43	1	1.811	0
152.761	4	62	0.18	0	1.476	1
157.811	4	49	0.44	1	1.268	0
171.86	4	46	0.77	1	1.3	0
179.909	4	63	0.27	0	1.253	1
185.943	4	31	0.79	0	2.271	1
194.975	4	43	0.69	1	2.124	0
204.008	4	83	0.32	0	2.29	1
212.041	4	40	0.39	0	1.14	1
220.074	4	57	0.51	1	1.376	0
229.107	4	79	0.49	1	1.283	0
238.173	4	52	0.41	1	2.023	0
245.206	4	52	0.47	1	1.009	0
251.239	4	40	0.71	0	2.51	1
263.289	4	36	0.59	0	1.899	1
273.338	4	29	0.83	0	1.443	1
285.371	4	62	0.3	0	1.253	1
298.404	4	54	0.52	1	1.318	0
308.47	4	21	0.96	0	1.16	1
