onset	duration	amount	Probability	choseAccept	RT	choseRight
18.898	4	79	0.45	1	2.399	1
28.948	4	77	0.39	1	1.472	1
37.981	4	74	0.39	1	1.326	1
49.014	4	47	0.72	1	2.004	1
63.047	4	31	0.61	0	2.587	0
78.08	4	50	0.48	1	2.767	1
84.13	4	46	0.33	0	1.38	0
101.179	4	82	0.29	0	1.366	0
109.229	4	82	0.48	1	1.327	1
120.262	4	70	0.34	1	1.955	1
125.312	4	55	0.44	1	2.639	1
130.362	4	53	0.48	1	1.705	1
143.395	4	49	0.71	1	1.681	1
160.444	4	49	0.51	1	2.501	1
168.494	4	85	0.59	1	1.654	1
176.527	4	60	0.51	1	1.715	1
189.577	4	40	0.71	1	2.313	1
199.61	4	32	0.57	0	2.88	0
205.66	4	78	0.42	1	2.999	1
216.709	4	82	0.31	1	2.15	1
224.776	4	82	0.25	0	1.316	0
233.826	4	82	0.47	1	1.369	1
239.859	4	83	0.3	1	2.118	1
249.925	4	77	0.43	1	1.324	1
258.958	4	72	0.34	1	1.65	1
266.008	4	29	0.83	1	2.064	1
277.041	4	58	0.45	1	1.787	1
287.091	4	66	0.25	0	2.776	0
297.14	4	83	0.52	1	1.577	1
308.173	4	83	0.28	1	2.671	1
