onset	duration	amount	Probability	choseAccept	RT	choseRight
14.212	4	33	0.62	0	1.789	0
23.245	4	70	0.34	0	1.149	0
31.294	4	68	0.64	0	2.382	0
41.344	4	56	0.49	0	1.299	0
55.393	4	33	0.91	1	1.561	1
63.427	4	49	0.56	0	1.518	0
73.476	4	83	0.52	0	2.84	0
79.509	4	54	0.52	0	1.694	0
85.542	4	35	0.7	0	1.721	0
99.575	4	23	0.96	1	2.071	1
108.608	4	85	0.59	1	1.786	1
120.658	4	31	0.61	0	2.073	0
130.69	4	57	0.58	0	1.496	0
138.723	4	64	0.34	0	2.054	0
145.756	4	84	0.25	0	1.411	0
152.79	4	35	0.73	0	2.066	0
161.839	4	36	0.59	0	2.227	0
168.872	4	21	0.93	0	1.753	0
180.905	4	50	0.39	0	1.833	0
191.955	4	57	0.3	0	1.702	0
204.004	4	21	0.97	0	1.552	0
209.071	4	50	0.48	0	1.378	0
218.104	4	83	0.28	0	1.363	0
231.153	4	25	0.91	1	2.391	1
246.202	4	78	0.26	0	2.773	0
265.235	4	30	0.7	0	2.544	0
274.268	4	83	0.3	0	1.859	0
285.301	4	73	0.74	1	1.999	1
296.334	4	47	0.72	0	3.158	0
307.367	4	24	0.91	0	1.286	0
