onset	duration	amount	Delay	choseAccept	RT	choseRight
14.74	4	62	180	0	2.916	0
19.807	4	31	74	0	2.289	0
34.84	4	28	123	0	1.454	0
50.873	4	25	176	0	1.024	0
60.906	4	50	41	1	2.413	1
69.939	4	41	174	0	1.002	0
77.988	4	32	57	0	2.665	0
86.038	4	45	157	0	1.942	0
99.088	4	67	23	1	2.407	1
116.137	4	36	140	0	3.486	0
126.203	4	64	89	0	1.461	0
134.237	4	71	76	0	2.53	0
142.286	4	58	73	0	2.188	0
154.319	4	41	129	0	2.02	0
163.369	4	82	74	0	1.517	0
172.419	4	24	125	0	1.668	0
181.485	4	69	172	0	2.262	0
191.535	4	43	19	1	2.001	1
201.584	4	76	161	0	1.868	0
212.634	4	74	52	1	2.839	1
222.684	4	23	134	0	2.176	0
229.717	4	27	142	0	2.481	0
239.767	4	25	108	0	2.665	0
244.833	4	58	55	0	3.021	0
249.883	4	40	159	0	1.226	0
264.932	4	48	128	0	1.095	0
272.965	4	34	176	0	0.861	0
282.998	4	52	139	0	1.621	0
299.031	4	63	37	1	2.513	1
309.081	4	83	105	0	2.025	0
