onset	duration	amount	Probability	choseAccept	RT	choseRight
16.109	4	49	0.44	0	0.89	0
23.142	4	56	0.68	1	1.601	1
34.191	4	68	0.64	1	1.536	1
42.225	4	31	0.79	1	2.238	1
51.258	4	49	0.71	1	1.493	1
58.291	4	74	0.39	0	0.924	0
70.324	4	58	0.46	0	1.002	0
78.373	4	61	0.5	0	1.025	0
97.406	4	77	0.39	0	0.768	0
102.473	4	82	0.47	0	0.973	0
111.506	4	22	0.98	1	0.972	1
122.539	4	64	0.34	0	1.027	0
133.572	4	82	0.31	0	0.865	0
142.622	4	76	0.26	0	0.767	0
149.671	4	72	0.33	0	1.094	0
158.704	4	83	0.54	1	1.925	1
165.738	4	46	0.33	0	0.643	0
178.771	4	47	0.72	1	1.154	1
195.803	4	65	0.55	1	1.425	1
203.837	4	35	0.73	1	2.071	1
209.87	4	33	0.8	1	1.398	1
232.902	4	25	0.91	1	1.022	1
240.935	4	40	0.79	1	1.141	1
248.969	4	71	0.36	0	0.754	0
258.002	4	49	0.51	0	1.193	0
276.035	4	24	0.96	1	1.008	1
281.084	4	72	0.4	0	1.255	0
289.117	4	46	0.48	0	0.87	0
298.151	4	33	0.62	0	2.044	0
309.184	4	39	0.3	0	1.035	0
