onset	duration	amount	Delay	choseAccept	RT	choseRight
17.826	4	54	23	0	1.437	0
27.875	4	55	107	0	1.003	0
37.925	4	28	123	0	0.833	0
48.974	4	63	37	0	1.136	0
57.024	4	43	120	0	1.429	0
67.073	4	74	121	0	1.404	0
76.107	4	50	41	0	1.377	0
83.139	4	23	110	0	1.729	0
92.188	4	29	75	0	0.84	0
99.221	4	23	176	0	0.694	0
110.254	4	45	72	0	0.757	0
120.287	4	28	163	0	1.9	0
132.336	4	79	92	0	1.522	0
143.369	4	41	174	0	2.921	0
153.418	4	82	74	0	1.775	0
161.451	4	73	44	0	1.614	0
173.501	4	71	88	0	1.891	0
194.533	4	41	129	0	1.01	0
208.566	4	45	157	0	2.225	0
216.598	4	22	21	0	1.449	0
223.648	4	23	134	0	1.062	0
234.681	4	36	114	0	0.669	0
243.73	4	41	55	0	0.979	0
254.78	4	54	22	0	1.409	0
262.813	4	71	176	0	1.28	0
274.862	4	74	52	0	0.814	0
283.911	4	22	27	0	1.301	0
288.978	4	23	61	0	1.594	0
295.011	4	24	87	0	1.856	0
309.043	4	27	91	0	0.984	0
