onset	duration	amount	Probability	choseAccept	RT	choseRight
15.056	4	62	0.3	n/a	n/a	n/a
25.105	4	57	0.51	1	2.096	1
35.138	4	66	0.25	1	2.053	1
46.188	4	43	0.69	1	2.917	1
54.238	4	23	0.83	0	2.159	0
64.271	4	82	0.09	1	1.895	1
73.304	4	40	0.71	1	1.373	1
80.337	4	74	0.39	1	1.987	1
89.37	4	54	0.52	1	2.162	1
96.403	4	49	0.44	n/a	n/a	n/a
107.453	4	36	0.59	1	2.459	1
117.486	4	58	0.45	1	3.886	1
129.519	4	82	0.48	n/a	n/a	n/a
140.568	4	40	0.66	1	1.873	1
150.601	4	79	0.45	1	1.354	1
158.651	4	63	0.57	n/a	n/a	n/a
170.701	4	73	0.74	n/a	n/a	n/a
191.767	4	35	0.78	n/a	n/a	n/a
205.816	4	62	0.18	0	1.807	0
213.866	4	76	0.44	1	0.872	1
220.899	4	84	0.25	1	1.336	1
231.932	4	41	0.63	1	1.59	1
240.965	4	40	0.39	n/a	n/a	n/a
252.015	4	82	0.31	1	1.631	1
260.048	4	64	0.33	n/a	n/a	n/a
272.098	4	70	0.34	0	2.459	0
281.131	4	31	0.61	n/a	n/a	n/a
286.197	4	64	0.34	n/a	n/a	n/a
292.247	4	25	0.91	n/a	n/a	n/a
306.296	4	55	0.44	1	1.186	1
