onset	duration	amount	Probability	choseAccept	RT	choseRight
13.035	4	70	0.34	0	1.98	0
20.084	4	72	0.4	0	1.123	0
31.117	4	32	0.57	0	1.122	0
39.15	4	64	0.33	0	0.977	0
48.184	4	33	0.91	1	1.751	1
55.233	4	46	0.48	0	1.062	0
67.266	4	28	0.63	0	1.188	0
75.299	4	82	0.29	0	0.819	0
94.333	4	61	0.5	0	1.057	0
99.382	4	82	0.23	0	0.688	0
108.415	4	40	0.79	1	1.831	1
119.448	4	73	0.74	1	1.406	1
130.481	4	83	0.3	0	0.892	0
139.514	4	35	0.78	1	1.443	1
146.547	4	24	0.96	1	1.73	1
155.581	4	66	0.25	0	1.24	0
162.614	4	58	0.62	n/a	n/a	n/a
175.647	4	76	0.43	n/a	n/a	n/a
192.696	4	50	0.48	n/a	n/a	n/a
200.746	4	45	0.37	n/a	n/a	n/a
206.796	4	58	0.46	n/a	n/a	n/a
229.845	4	70	0.61	n/a	n/a	n/a
237.895	4	85	0.59	n/a	n/a	n/a
245.945	4	82	0.47	n/a	n/a	n/a
254.994	4	82	0.25	n/a	n/a	n/a
273.027	4	83	0.28	n/a	n/a	n/a
278.077	4	74	0.39	n/a	n/a	n/a
286.11	4	56	0.49	n/a	n/a	n/a
295.143	4	46	0.33	n/a	n/a	n/a
306.193	4	25	0.91	n/a	n/a	n/a
