onset	duration	amount	Delay	choseAccept	RT	choseRight
15.06	4	56	93	1	3.116	0
20.126	4	40	159	0	2.202	1
35.176	4	75	60	1	2.56	0
51.208	4	25	70	0	1.712	1
61.241	4	49	140	0	1.614	1
70.291	4	58	73	1	2.06	0
78.324	4	41	129	0	1.027	1
86.357	4	58	55	1	1.626	0
99.39	4	67	41	1	1.825	0
116.423	4	54	126	0	2.255	1
126.456	4	50	41	1	1.694	0
134.489	4	58	72	1	1.661	0
142.522	4	29	58	0	1.652	1
154.572	4	58	36	1	1.97	0
163.622	4	50	129	0	3.056	1
172.655	4	39	104	0	2.791	1
181.688	4	44	143	0	1.053	1
191.738	4	33	103	0	1.795	1
201.771	4	71	176	1	3.738	0
212.804	4	58	53	1	1.497	0
222.837	4	28	163	0	1.16	1
229.87	4	28	123	0	1.007	1
239.903	4	72	95	1	1.589	0
244.953	4	24	139	0	0.995	1
250.003	4	71	76	1	1.369	0
265.052	4	49	172	0	1.44	1
273.085	4	31	74	0	1.759	1
283.119	4	23	110	0	1.093	1
299.151	4	56	172	0	3.148	1
309.201	4	65	156	0	3.042	1
