onset	duration	amount	Delay	choseAccept	RT	choseRight
19.094	4	34	43	1	2.786	0
24.16	4	27	142	0	1.128	1
34.193	4	45	72	1	2.695	0
43.226	4	43	19	1	1.549	0
50.26	4	52	139	1	2.219	0
68.309	4	54	22	1	1.65	0
79.359	4	70	108	1	1.6	0
89.408	4	82	74	1	1.375	0
104.441	4	73	44	1	1.246	0
113.474	4	29	75	0	3.02	1
126.524	4	45	157	0	2.522	1
136.557	4	63	37	1	1.457	0
153.59	4	80	145	1	2.272	0
158.64	4	61	141	0	2.502	1
172.689	4	25	108	0	1.108	1
180.723	4	74	121	1	1.21	0
186.756	4	41	27	1	1.609	0
195.789	4	55	163	0	1.752	1
204.839	4	60	124	1	3.022	0
212.872	4	29	44	1	2.277	0
220.905	4	81	58	1	1.236	0
229.954	4	28	132	1	2.57	0
239.004	4	24	125	0	1.112	1
246.037	4	39	161	0	1.711	1
252.071	4	74	52	1	1.461	0
264.104	4	77	142	0	2.884	1
274.153	4	43	120	0	1.867	1
286.203	4	42	145	0	2.729	1
299.236	4	75	41	1	1.183	0
309.286	4	65	159	0	1.677	1
