onset	duration	amount	Delay	choseAccept	RT	choseRight
19.574	4	27	91	0	1.413	1
29.623	4	44	92	1	1.977	0
38.657	4	54	23	1	1.364	0
49.69	4	28	59	0	1.543	1
63.723	4	45	107	0	1.466	1
78.772	4	71	88	1	1.259	0
84.806	4	32	111	0	1.183	1
101.855	4	31	76	1	1.2	0
109.905	4	43	120	0	0.954	1
120.939	4	78	129	0	1.705	1
125.988	4	67	41	1	1.097	0
131.038	4	79	92	0	1.103	1
144.088	4	66	145	0	1.652	1
161.137	4	22	21	0	1.366	1
169.187	4	54	22	1	1.398	0
177.22	4	77	142	0	1.506	1
190.253	4	24	139	0	1.208	1
200.287	4	80	39	1	1.232	0
206.32	4	77	24	1	0.987	0
217.354	4	23	110	0	0.948	1
225.403	4	55	163	0	1	1
234.453	4	28	132	0	0.858	1
240.486	4	83	105	0	1.238	1
250.519	4	29	44	n/a	n/a	n/a
259.569	4	58	72	1	1.565	0
266.602	4	32	57	0	0.769	1
277.652	4	33	103	0	0.926	1
287.685	4	23	42	0	0.727	1
297.718	4	55	107	0	1.011	1
308.751	4	22	27	0	0.995	1
