onset	duration	amount	Probability	choseAccept	RT	choseRight
14.995	4	79	0.33	0	1.578	1
23.028	4	40	0.66	0	1.627	1
38.061	4	71	0.36	0	0.907	1
44.094	4	46	0.21	0	1.141	1
54.127	4	70	0.39	0	0.688	1
63.177	4	46	0.77	1	1.22	0
73.226	4	39	0.49	0	0.812	1
78.293	4	33	0.91	1	1.161	0
83.342	4	82	0.47	1	1.637	0
88.392	4	70	0.61	0	1.739	1
103.442	4	72	0.34	0	0.813	1
110.508	4	42	0.58	0	1.576	1
120.541	4	83	0.54	1	1.897	0
127.574	4	82	0.48	1	1.127	0
135.607	4	77	0.39	0	2.11	1
141.64	4	61	0.67	1	1.865	0
151.689	4	60	0.51	0	1.078	1
163.722	4	57	0.58	0	0.874	1
171.755	4	83	0.32	0	1.356	1
193.788	4	45	0.37	0	0.831	1
201.837	4	58	0.45	0	0.72	1
211.87	4	28	0.89	0	2.47	1
218.903	4	72	0.5	0	0.727	1
235.936	4	35	0.7	1	2.172	0
245.985	4	40	0.71	0	2.107	1
259.018	4	56	0.49	0	0.995	1
270.068	4	46	0.33	0	0.755	1
281.1	4	24	0.96	1	0.828	0
294.133	4	58	0.42	0	1.181	1
309.199	4	75	0.48	0	1.714	1
