onset	duration	amount	Probability	choseAccept	RT	choseRight
15.043	4	22	0.98	1	1.067	1
21.093	4	22	0.89	0	1.454	0
37.126	4	41	0.6	1	2.517	1
44.192	4	64	0.34	0	1.588	0
56.241	4	54	0.52	1	1.63	1
70.274	4	33	0.62	0	1.691	0
78.307	4	28	0.63	0	2.099	0
85.357	4	77	0.38	0	2.643	0
93.39	4	53	0.54	1	1.675	1
106.439	4	35	0.7	0	1.443	0
116.489	4	36	0.59	0	2.022	0
136.521	4	58	0.45	0	2.077	0
146.554	4	22	0.96	0	1.139	0
155.587	4	50	0.48	0	1.282	0
168.636	4	21	0.97	0	1.097	0
183.685	4	63	0.57	1	2.96	1
194.735	4	35	0.73	0	1.252	0
203.768	4	76	0.43	0	1.285	0
211.801	4	71	0.36	0	2.634	0
217.85	4	55	0.44	0	3.401	0
229.9	4	77	0.39	0	2.613	0
236.949	4	56	0.49	0	2.231	0
243.999	4	42	0.6	1	3.293	1
254.049	4	58	0.83	1	1.31	1
262.082	4	83	0.52	1	2.143	1
271.114	4	25	0.91	0	1.922	0
279.147	4	40	0.39	0	1.746	0
284.214	4	32	0.57	0	1.689	0
295.247	4	33	0.8	0	2.41	0
306.279	4	57	0.3	0	2.364	0
