onset	duration	amount	Delay	choseAccept	RT	choseRight
19.85	4	24	89	0	2.553	1
29.9	4	27	130	0	0.807	1
38.933	4	81	58	1	1.865	0
49.982	4	35	171	0	1.121	1
64.015	4	56	172	0	0.897	1
79.081	4	60	124	0	1.107	1
85.114	4	28	59	0	1.337	1
102.163	4	27	91	0	1.408	1
110.196	4	25	74	0	1.436	1
121.245	4	77	142	0	0.809	1
126.295	4	77	161	0	0.625	1
131.345	4	54	126	0	0.696	1
144.394	4	29	58	0	1.405	1
161.427	4	61	141	0	1.195	1
169.476	4	42	145	0	2.905	1
177.509	4	29	44	0	2.039	1
190.559	4	23	42	0	1.087	1
200.592	4	66	58	1	1.275	0
206.625	4	58	73	0	1.539	1
217.657	4	36	140	0	0.938	1
225.69	4	82	74	1	3.062	0
234.723	4	25	141	0	0.796	1
240.773	4	67	41	1	1.468	0
250.822	4	49	140	0	0.706	1
259.872	4	28	123	0	0.758	1
266.905	4	32	111	0	1.197	1
277.954	4	70	108	0	0.754	1
288.004	4	75	41	1	1.596	0
298.037	4	41	129	0	0.619	1
309.103	4	54	22	1	1.636	0
