onset	duration	amount	Delay	choseAccept	RT	choseRight
14.452	4	71	88	0	1.757	0
19.502	4	49	172	0	0.916	0
34.552	4	22	27	0	1.645	0
50.601	4	83	105	0	0.98	0
60.651	4	45	26	1	1.953	1
69.701	4	32	57	0	1.246	0
77.751	4	64	89	0	1.338	0
85.784	4	34	176	0	0.912	0
98.834	4	23	176	0	1.023	0
115.883	4	81	58	1	1.721	1
125.916	4	34	43	0	2.055	0
133.966	4	40	159	0	1.015	0
142.016	4	32	74	0	1.494	0
154.066	4	55	163	0	0.83	0
163.115	4	25	141	0	0.841	0
172.149	4	63	37	1	2.734	1
181.198	4	50	41	1	3.523	1
191.231	4	23	61	0	1.213	0
201.281	4	50	129	0	1.112	0
212.331	4	33	103	0	1.556	0
222.364	4	36	114	0	1.132	0
229.414	4	30	36	0	1.229	0
239.48	4	50	59	0	2.351	0
244.547	4	32	111	0	1.115	0
249.613	4	65	137	0	1.614	0
264.663	4	65	156	0	0.842	0
272.696	4	41	27	1	1.859	1
282.729	4	29	75	0	1.194	0
298.762	4	76	161	0	0.97	0
308.796	4	23	42	0	1.253	0
