onset	duration	amount	Probability	choseAccept	RT	choseRight
13.051	4	77	0.39	0	1.21	1
20.101	4	39	0.3	0	1.055	1
31.134	4	84	0.25	0	1.94	1
39.167	4	65	0.55	1	2.024	0
48.199	4	25	0.89	0	2.614	1
55.249	4	61	0.67	1	1.128	0
67.282	4	44	0.44	0	1.628	1
75.331	4	79	0.45	1	1.984	0
94.397	4	35	0.73	0	1.403	1
99.447	4	41	0.63	1	1.519	0
108.496	4	74	0.39	0	2.902	1
119.529	4	22	0.89	0	1.567	1
130.578	4	50	0.39	0	1.624	1
139.611	4	46	0.21	0	1.094	1
146.644	4	83	0.28	0	1.212	1
155.694	4	71	0.36	0	2.013	1
162.76	4	32	0.57	0	2.197	1
175.809	4	23	0.83	0	1.579	1
192.875	4	82	0.29	0	1.21	1
200.908	4	39	0.49	0	1.782	1
206.958	4	30	0.7	1	3.052	0
230.007	4	82	0.31	0	2.298	1
238.056	4	66	0.25	0	1.225	1
246.089	4	49	0.43	0	2.403	1
255.122	4	72	0.34	0	1.828	1
273.171	4	63	0.57	1	2.292	0
278.221	4	83	0.52	1	1.262	0
286.254	4	56	0.68	1	1.056	0
295.286	4	50	0.48	0	3.582	1
306.336	4	49	0.71	1	1.614	0
