onset	duration	amount	Delay	choseAccept	RT	choseRight
18.504	4	58	72	n/a	n/a	n/a
23.57	4	33	103	1	2.149	0
33.603	4	44	143	0	1.844	1
42.636	4	58	55	1	2.674	0
49.669	4	56	172	0	1.513	1
67.735	4	52	139	0	1.926	1
78.767	4	29	44	0	1.798	1
88.817	4	77	161	0	1.908	1
103.85	4	74	52	1	1.906	0
112.883	4	75	41	1	1.793	0
125.915	4	78	108	1	2.928	0
135.948	4	28	59	0	1.679	1
153.014	4	61	141	0	2.229	1
158.064	4	24	89	0	1.722	1
172.113	4	41	129	0	1.457	1
180.146	4	66	71	0	2.112	1
186.179	4	23	61	0	1.742	1
195.212	4	23	42	0	1.725	1
204.245	4	23	176	0	1.244	1
212.278	4	58	36	1	2.355	0
220.311	4	69	172	0	1.985	1
229.361	4	28	163	0	1.199	1
238.41	4	50	59	1	2.774	0
245.443	4	30	36	0	2.796	1
251.493	4	63	37	1	1.69	0
263.526	4	43	120	0	2.985	1
273.575	4	35	171	0	1.184	1
285.625	4	24	38	0	1.453	1
298.674	4	55	107	0	2.1	1
308.724	4	24	87	0	1.281	1
