onset	duration	amount	Probability	choseAccept	RT	choseRight
12.031	4	49	0.71	1	2.928	0
20.064	4	57	0.51	0	1.919	1
35.113	4	82	0.47	1	2.893	0
41.147	4	40	0.79	1	1.955	0
51.179	4	70	0.61	1	2.203	0
60.213	4	50	0.48	0	2.329	1
70.262	4	40	0.71	1	2.255	0
75.312	4	53	0.48	0	2.381	1
80.378	4	58	0.46	0	2.515	1
85.444	4	62	0.18	0	1.657	1
100.494	4	75	0.48	1	2.294	0
107.527	4	77	0.38	0	2.005	1
117.56	4	25	0.89	0	3.348	1
124.609	4	31	0.61	0	3.026	1
132.642	4	58	0.62	1	2.497	0
138.675	4	28	0.89	0	2.976	1
148.708	4	50	0.39	0	1.687	1
160.741	4	68	0.64	1	2.405	0
168.774	4	58	0.42	0	1.756	1
190.806	4	71	0.19	0	1.251	1
198.856	4	23	0.83	0	1.777	1
208.889	4	50	0.57	0	2.752	1
215.938	4	83	0.28	0	1.102	1
233.004	4	23	0.96	0	2.756	1
243.037	4	62	0.3	0	1.707	1
256.07	4	73	0.74	1	2.193	0
267.119	4	21	0.97	0	1.584	1
278.169	4	46	0.48	0	1.373	1
291.202	4	61	0.5	0	2.252	1
306.251	4	70	0.34	0	1.522	1
