onset	duration	amount	Delay	choseAccept	RT	choseRight
13.384	4	77	161	1	2.201	0
20.418	4	50	59	1	1.718	0
31.452	4	43	38	1	1.942	0
39.498	4	71	176	1	3.33	0
48.544	4	75	60	1	1.842	0
55.579	4	36	114	0	2.701	1
67.624	4	36	140	0	2.312	1
75.647	4	50	41	1	1.344	0
94.691	4	73	44	1	1.354	0
99.738	4	33	78	0	2.804	1
108.784	4	69	172	1	2.228	0
119.817	4	63	37	1	1.697	0
130.863	4	39	95	1	2.086	0
139.909	4	66	58	1	1.473	0
146.955	4	23	61	0	2.481	1
155.989	4	41	129	1	2.442	0
163.024	4	45	157	1	3.083	0
176.069	4	39	161	0	2.689	1
193.114	4	44	143	1	2.816	0
201.148	4	80	145	1	2.298	0
207.171	4	30	36	1	2.856	0
230.203	4	23	134	0	1.654	1
238.237	4	24	87	0	1.739	1
246.283	4	40	159	1	2.52	0
255.318	4	25	141	0	1.39	1
273.362	4	57	89	1	1.614	0
278.409	4	49	140	1	2.175	0
286.443	4	78	108	1	1.421	0
295.477	4	67	74	1	1.833	0
306.511	4	25	108	0	1.917	1
