onset	duration	amount	Delay	choseAccept	RT	choseRight
13.038	4	77	161	0	2.169	1
20.087	4	50	59	1	1.92	0
31.137	4	43	38	1	1.63	0
39.17	4	71	176	0	1.485	1
48.22	4	75	60	1	1.842	0
55.253	4	36	114	0	1.577	1
67.286	4	36	140	0	1.432	1
75.335	4	50	41	1	2.007	0
94.368	4	73	44	1	1.749	0
99.418	4	33	78	0	2.619	1
108.467	4	69	172	0	1.738	1
119.501	4	63	37	1	1.848	0
130.533	4	39	95	0	2.255	1
139.566	4	66	58	1	1.446	0
146.599	4	23	61	0	1.917	1
155.649	4	41	129	0	1.299	1
162.699	4	45	157	0	1.881	1
175.748	4	39	161	0	1.271	1
192.782	4	44	143	0	1.805	1
200.814	4	80	145	0	2.677	1
206.847	4	30	36	1	3.563	0
229.88	4	23	134	0	1.57	1
237.929	4	24	87	0	1.521	1
245.963	4	40	159	0	1.239	1
254.995	4	25	141	0	1.534	1
273.045	4	57	89	1	2.084	0
278.111	4	49	140	0	2.954	1
286.145	4	78	108	1	3.551	0
295.194	4	67	74	1	1.726	0
306.227	4	25	108	0	1.285	1
