onset	duration	amount	Probability	choseAccept	RT	choseRight
17.921	4	79	0.49	0	0.927	0
23.954	4	24	0.91	1	1.406	1
39.987	4	22	0.96	0	1.436	0
47.02	4	21	0.93	0	1.483	0
59.069	4	52	0.47	0	1.106	0
73.102	4	58	0.62	0	0.96	0
81.135	4	78	0.42	0	0.919	0
88.169	4	31	0.61	0	1.093	0
96.201	4	35	0.73	1	0.885	1
109.251	4	82	0.31	0	1.011	0
119.284	4	84	0.25	0	1.081	0
139.333	4	22	0.89	0	2.024	0
149.366	4	57	0.51	0	0.935	0
158.416	4	83	0.3	0	0.796	0
171.465	4	61	0.5	0	2.203	0
186.498	4	74	0.39	0	0.73	0
197.548	4	64	0.33	0	0.727	0
206.581	4	28	0.63	0	1.598	0
214.63	4	78	0.26	0	1.645	0
220.663	4	72	0.33	0	1.292	0
232.696	4	82	0.25	0	0.962	0
239.729	4	22	0.98	0	1.249	0
246.779	4	41	0.6	0	1.695	0
256.812	4	33	0.8	1	1.262	1
264.845	4	76	0.26	0	0.957	0
273.878	4	25	0.91	1	2.051	1
281.928	4	68	0.64	0	1.289	0
286.978	4	73	0.74	1	1.895	1
298.011	4	83	0.28	0	0.83	0
309.06	4	79	0.45	0	0.669	0
