onset	duration	amount	Probability	choseAccept	RT	choseRight
18.394	4	82	0.31	0	2.039	1
23.444	4	79	0.49	1	1.009	0
33.477	4	33	0.91	1	1.131	0
42.526	4	79	0.45	1	1.074	0
49.559	4	78	0.26	0	1.026	1
67.608	4	44	0.44	1	1.129	0
78.658	4	58	0.46	1	0.977	0
88.707	4	52	0.41	1	0.871	0
103.756	4	64	0.33	0	0.838	1
112.789	4	82	0.47	1	1.188	0
125.839	4	77	0.43	1	0.909	0
135.888	4	60	0.51	1	0.79	0
152.937	4	49	0.44	1	0.766	0
158.004	4	83	0.3	0	0.966	1
172.053	4	61	0.67	1	0.893	0
180.086	4	23	0.83	0	1.284	1
186.135	4	40	0.66	1	1.025	0
195.168	4	21	0.93	1	1.164	0
204.201	4	24	0.96	1	1.087	0
212.251	4	46	0.48	1	1.032	0
220.3	4	75	0.24	0	1.177	1
229.333	4	84	0.25	0	1.416	1
238.383	4	75	0.48	1	0.754	0
245.416	4	29	0.83	1	1.177	0
251.465	4	83	0.54	1	0.757	0
263.515	4	83	0.28	0	0.961	1
273.581	4	53	0.48	1	0.787	0
285.614	4	21	0.96	1	0.902	0
298.664	4	40	0.79	1	0.855	0
308.696	4	70	0.34	0	1.134	1
