onset	duration	amount	Probability	choseAccept	RT	choseRight
14.711	4	49	0.44	0	1.716	0
21.761	4	56	0.68	1	2.082	1
32.794	4	68	0.64	1	1.937	1
40.827	4	31	0.79	0	2.225	0
49.86	4	49	0.71	1	1.859	1
56.91	4	74	0.39	1	2.08	1
68.943	4	58	0.46	1	2.77	1
76.976	4	61	0.5	1	1.452	1
96.009	4	77	0.39	1	1.908	1
101.059	4	82	0.47	1	2.003	1
110.092	4	22	0.98	0	1.258	0
121.125	4	64	0.34	0	1.421	0
132.174	4	82	0.31	0	1.88	0
141.224	4	76	0.26	0	1.609	0
148.257	4	72	0.33	0	1.669	0
157.29	4	83	0.54	1	1.567	1
164.34	4	46	0.33	0	1.526	0
177.373	4	47	0.72	1	2.13	1
194.422	4	65	0.55	1	2.106	1
202.455	4	35	0.73	0	2.443	0
208.489	4	33	0.8	0	1.949	0
231.555	4	25	0.91	0	1.435	0
239.588	4	40	0.79	1	1.578	1
247.637	4	71	0.36	0	2.057	0
256.687	4	49	0.51	0	1.584	0
274.753	4	24	0.96	0	1.097	0
279.82	4	72	0.4	1	1.885	1
287.853	4	46	0.48	0	2.016	0
296.902	4	33	0.62	0	1.295	0
307.935	4	39	0.3	0	1.288	0
