onset	duration	amount	Delay	choseAccept	RT	choseRight
13.052	4	77	161	0	1.711	1
20.087	4	50	59	0	1.416	1
31.132	4	43	38	1	1.466	0
39.155	4	71	176	0	1.759	1
48.177	4	75	60	1	1.542	0
55.223	4	36	114	n/a	n/a	n/a
67.269	4	36	140	0	1.778	1
75.315	4	50	41	n/a	n/a	n/a
94.36	4	73	44	1	1.768	0
99.406	4	33	78	0	2.492	1
108.44	4	69	172	0	1.865	1
119.486	4	63	37	1	2.155	0
130.531	4	39	95	0	1.69	1
139.577	4	66	58	1	1.521	0
146.612	4	23	61	0	2.385	1
155.658	4	41	129	n/a	n/a	n/a
162.692	4	45	157	1	2.897	0
175.737	4	39	161	0	1.46	1
192.782	4	44	143	0	2.253	1
200.816	4	80	145	0	2.067	1
206.851	4	30	36	n/a	n/a	n/a
229.895	4	23	134	0	1.319	1
237.929	4	24	87	0	1.566	1
245.964	4	40	159	0	1.027	1
254.998	4	25	141	0	1.262	1
273.042	4	57	89	n/a	n/a	n/a
278.089	4	49	140	n/a	n/a	n/a
286.135	4	78	108	1	2.067	0
295.169	4	67	74	0	1.366	1
306.215	4	25	108	0	1.206	1
