onset	duration	amount	Probability	choseAccept	RT	choseRight
15.242	4	49	0.44	1	2.414	1
22.275	4	56	0.68	1	1.722	1
33.324	4	68	0.64	1	1.845	1
41.357	4	31	0.79	1	2.385	1
50.407	4	49	0.71	1	2.388	1
57.44	4	74	0.39	0	1.347	0
69.506	4	58	0.46	0	2.956	0
77.555	4	61	0.5	1	2.997	1
96.587	4	77	0.39	0	1.431	0
101.654	4	82	0.47	1	2.186	1
110.687	4	22	0.98	1	3.23	1
121.719	4	64	0.34	0	2.144	0
132.769	4	82	0.31	0	1.436	0
141.802	4	76	0.26	0	2.463	0
148.851	4	72	0.33	0	2.066	0
157.9	4	83	0.54	1	2.124	1
164.933	4	46	0.33	0	2.139	0
177.983	4	47	0.72	1	2.621	1
195.015	4	65	0.55	1	2.415	1
203.065	4	35	0.73	1	2.104	1
209.098	4	33	0.8	1	1.681	1
232.163	4	25	0.91	0	3.792	0
240.196	4	40	0.79	1	3.105	1
248.229	4	71	0.36	1	3.929	1
257.262	4	49	0.51	1	2.953	1
275.31	4	24	0.96	1	3.84	1
280.36	4	72	0.4	0	3.102	0
288.393	4	46	0.48	1	3.334	1
297.459	4	33	0.62	1	2.126	1
308.492	4	39	0.3	0	2.108	0
