onset	duration	amount	Probability	choseAccept	RT	choseRight
14.852	4	57	0.51	1	1.584	0
22.902	4	49	0.43	0	1.359	1
37.935	4	23	0.83	0	1.582	1
43.985	4	78	0.26	0	1.533	1
54.034	4	84	0.25	0	1.442	1
63.067	4	70	0.61	1	1.378	0
73.1	4	56	0.44	0	2.04	1
78.15	4	21	0.97	1	1.953	0
83.2	4	72	0.4	1	2.073	0
88.25	4	79	0.33	0	1.311	1
103.283	4	62	0.18	0	0.924	1
110.316	4	83	0.54	1	1.567	0
120.366	4	65	0.55	1	1.131	0
127.399	4	58	0.83	1	1.22	0
135.432	4	71	0.19	0	1.176	1
141.465	4	76	0.43	1	1.662	0
151.515	4	40	0.39	0	1.171	1
163.548	4	24	0.91	1	1.198	0
171.598	4	61	0.67	1	1.246	0
193.63	4	56	0.68	1	1.323	0
201.664	4	22	0.96	1	1.592	0
211.697	4	28	0.89	1	1.568	0
218.746	4	57	0.3	0	1.186	1
235.78	4	46	0.48	1	1.853	0
245.829	4	46	0.21	0	1.242	1
258.879	4	49	0.56	1	1.973	0
269.928	4	33	0.8	1	1.814	0
280.978	4	21	0.93	1	1.479	0
294.011	4	82	0.23	0	1.041	1
309.061	4	21	0.96	1	1.393	0
