onset	duration	amount	Delay	choseAccept	RT	choseRight
13.15	4	78	108	1	2.403	1
20.2	4	81	58	n/a	n/a	n/a
31.249	4	29	58	0	1.854	0
39.282	4	44	92	0	1.528	0
48.332	4	27	91	n/a	n/a	n/a
55.382	4	28	132	0	1.02	0
67.431	4	43	19	1	2.066	1
75.481	4	27	142	0	0.874	0
94.514	4	39	161	0	1.359	0
99.564	4	43	38	1	0.803	1
108.614	4	67	103	1	0.829	1
119.68	4	39	95	0	1.884	0
130.73	4	55	163	0	1.163	0
139.779	4	30	36	0	0.998	0
146.829	4	45	107	0	0.851	0
155.879	4	27	130	0	1.112	0
162.929	4	23	176	0	0.835	0
175.978	4	40	159	0	1.468	0
193.028	4	33	78	n/a	n/a	n/a
201.077	4	23	42	0	1.059	0
207.11	4	25	141	0	0.824	0
230.143	4	39	104	0	2.065	0
238.193	4	70	108	1	0.816	1
246.243	4	28	163	0	0.764	0
255.309	4	28	123	0	0.777	0
273.342	4	23	134	0	0.718	0
278.408	4	25	74	0	0.852	0
286.475	4	60	124	1	1.2	1
295.524	4	67	41	1	1.353	1
306.574	4	73	44	1	1.09	1
