onset	duration	amount	Probability	choseAccept	RT	choseRight
14.532	4	79	0.33	0	1.195	1
22.565	4	40	0.66	1	1.127	0
37.598	4	71	0.36	0	1.263	1
43.648	4	46	0.21	0	0.869	1
53.681	4	70	0.39	0	1.116	1
62.73	4	46	0.77	1	0.858	0
72.763	4	39	0.49	0	1.446	1
77.813	4	33	0.91	1	0.945	0
82.863	4	82	0.47	0	0.854	1
87.913	4	70	0.61	1	1.131	0
102.946	4	72	0.34	0	0.746	1
109.996	4	42	0.58	1	0.965	0
120.029	4	83	0.54	1	1.096	0
127.062	4	82	0.48	0	1.074	1
135.095	4	77	0.39	0	1.592	1
141.128	4	61	0.67	1	1.246	0
151.161	4	60	0.51	1	0.806	0
163.194	4	57	0.58	1	1.213	0
171.227	4	83	0.32	0	1.097	1
193.293	4	45	0.37	0	1.162	1
201.326	4	58	0.45	0	0.881	1
211.376	4	28	0.89	1	0.869	0
218.41	4	72	0.5	1	1.013	0
235.442	4	35	0.7	1	0.981	0
245.475	4	40	0.71	1	0.942	0
258.508	4	56	0.49	0	1.271	1
269.541	4	46	0.33	0	1.157	1
280.574	4	24	0.96	1	0.863	0
293.607	4	58	0.42	0	1.011	1
308.657	4	75	0.48	0	0.94	1
