onset	duration	amount	Delay	choseAccept	RT	choseRight
13.038	4	77	161	0	1.742	1
20.071	4	50	59	1	1.851	0
31.121	4	43	38	1	1.893	0
39.154	4	71	176	0	2.27	1
48.203	4	75	60	1	1.39	0
55.237	4	36	114	0	1.627	1
67.27	4	36	140	0	1.436	1
75.319	4	50	41	1	1.372	0
94.352	4	73	44	1	1.476	0
99.402	4	33	78	0	1.635	1
108.452	4	69	172	0	1.453	1
119.501	4	63	37	1	1.245	0
130.535	4	39	95	0	1.765	1
139.584	4	66	58	1	1.322	0
146.617	4	23	61	0	1.41	1
155.65	4	41	129	0	1.236	1
162.7	4	45	157	0	0.853	1
175.75	4	39	161	0	0.934	1
192.816	4	44	143	0	1.227	1
200.849	4	80	145	0	2.085	1
206.899	4	30	36	1	1.438	0
229.949	4	23	134	0	1.557	1
237.982	4	24	87	0	1.818	1
246.031	4	40	159	0	1.039	1
255.064	4	25	141	0	0.892	1
273.097	4	57	89	0	1.603	1
278.164	4	49	140	0	0.897	1
286.213	4	78	108	0	2.049	1
295.263	4	67	74	1	1.4	0
306.296	4	25	108	0	0.916	1
