onset	duration	amount	Probability	choseAccept	RT	choseRight
16.322	4	76	0.43	1	2.46	1
25.355	4	58	0.42	1	1.818	1
33.405	4	78	0.42	1	1.324	1
43.438	4	83	0.54	1	1.303	1
57.472	4	58	0.62	1	1.28	1
65.504	4	66	0.25	0	2.518	0
75.554	4	49	0.71	1	1.772	1
81.587	4	52	0.47	1	1.926	1
87.62	4	40	0.66	1	0.884	1
101.67	4	33	0.62	0	1.897	0
110.72	4	74	0.39	1	2.462	1
122.753	4	83	0.28	0	2.036	0
132.786	4	53	0.54	1	1.458	1
140.819	4	57	0.51	1	1.225	1
147.852	4	75	0.24	0	2.664	0
154.902	4	40	0.79	1	1.202	1
163.952	4	68	0.64	1	0.936	1
170.985	4	77	0.39	0	3.116	0
183.034	4	58	0.45	1	1.412	1
194.067	4	23	0.96	0	1.171	0
206.1	4	44	0.44	0	2.609	0
211.15	4	72	0.4	1	1.027	1
220.183	4	25	0.89	0	1.802	0
233.233	4	58	0.46	1	2.615	1
248.266	4	35	0.78	0	1.756	0
267.299	4	71	0.19	0	1.657	0
276.332	4	82	0.48	1	0.941	1
287.365	4	62	0.18	0	1.048	0
298.414	4	77	0.38	0	1.19	0
309.447	4	25	0.91	0	1.781	0
