onset	duration	amount	Probability	choseAccept	RT	choseRight
18.471	4	53	0.48	1	2.39	1
28.504	4	42	0.6	1	1.412	1
38.537	4	43	0.69	1	1.636	1
49.57	4	56	0.68	1	0.899	1
57.603	4	79	0.33	1	1.853	1
67.636	4	33	0.8	0	2.37	0
76.669	4	49	0.56	1	1.756	1
83.702	4	46	0.33	0	1.719	0
92.752	4	83	0.3	1	2.579	1
99.785	4	70	0.61	1	1.727	1
110.818	4	30	0.7	0	2.432	0
120.868	4	28	0.63	0	2.828	0
132.901	4	79	0.45	1	2.472	1
143.934	4	61	0.5	1	2.754	1
153.967	4	23	0.83	0	1.67	0
162.001	4	62	0.3	0	2.861	0
174.033	4	52	0.41	1	2.219	1
195.082	4	49	0.43	1	1.441	1
209.115	4	57	0.58	1	1.193	1
217.148	4	24	0.96	0	1.32	0
224.181	4	76	0.26	0	3.235	0
235.231	4	57	0.3	0	2.624	0
244.264	4	21	0.97	0	1.544	0
255.297	4	71	0.36	1	1.905	1
263.33	4	45	0.37	0	2.569	0
275.364	4	46	0.21	0	1.018	0
284.413	4	41	0.6	1	2.431	1
289.463	4	39	0.49	0	3.069	0
295.513	4	73	0.74	1	1.303	1
309.562	4	72	0.34	0	1.132	0
