onset	duration	amount	Delay	choseAccept	RT	choseRight
15.298	4	34	43	1	1.67	0
23.348	4	41	174	0	0.939	1
38.38	4	43	120	0	0.763	1
44.413	4	58	72	0	0.673	1
54.446	4	49	172	0	0.656	1
63.479	4	64	89	0	1.014	1
73.528	4	74	121	0	0.717	1
78.595	4	82	74	0	0.938	1
83.645	4	27	91	0	1.104	1
88.695	4	67	41	0	1.093	1
103.743	4	25	176	0	0.653	1
110.793	4	29	58	0	0.675	1
120.826	4	33	163	0	1.153	1
127.875	4	45	107	0	0.816	1
135.925	4	33	78	0	0.965	1
141.975	4	23	176	0	0.675	1
152.007	4	66	58	0	0.979	1
164.04	4	39	161	0	0.721	1
172.074	4	72	95	0	0.823	1
194.122	4	74	52	0	0.982	1
202.171	4	57	89	0	0.757	1
212.204	4	24	125	0	0.683	1
219.254	4	25	108	0	0.785	1
236.303	4	44	143	0	0.607	1
246.336	4	25	70	0	0.87	1
259.385	4	43	38	1	1.396	0
270.418	4	73	44	1	1.139	0
281.45	4	66	145	0	0.858	1
294.5	4	76	161	0	0.768	1
309.566	4	80	145	0	0.685	1
