onset	duration	amount	Probability	choseAccept	RT	choseRight
16.934	4	55	0.44	0	2.043	0
22.968	4	49	0.51	0	1.668	0
39.034	4	73	0.74	1	1.454	1
46.067	4	28	0.89	0	1.464	0
58.117	4	42	0.6	1	1.72	1
72.15	4	33	0.91	0	2.142	0
80.183	4	64	0.34	0	1.537	0
87.216	4	82	0.09	0	1.859	0
95.249	4	49	0.56	1	2.754	1
108.299	4	47	0.72	1	2.832	1
118.332	4	58	0.45	1	1.725	1
138.365	4	58	0.83	1	1.436	1
148.415	4	78	0.26	0	1.344	0
157.448	4	31	0.61	1	2.048	1
170.481	4	56	0.49	0	2.111	0
185.514	4	61	0.5	1	2.463	1
196.547	4	46	0.48	1	2.831	1
205.58	4	57	0.58	1	1.004	1
213.613	4	58	0.62	1	0.92	1
219.646	4	76	0.43	1	1.303	1
231.68	4	42	0.58	0	2.253	0
238.713	4	64	0.33	0	1.648	0
245.763	4	82	0.47	1	1.606	1
255.796	4	53	0.54	1	1.327	1
263.845	4	57	0.3	1	1.25	1
272.895	4	22	0.96	0	1.629	0
280.945	4	78	0.42	1	2.174	1
285.995	4	82	0.25	1	0.827	1
297.028	4	77	0.38	1	2.126	1
308.061	4	82	0.23	0	1.299	0
