onset	duration	amount	Probability	choseAccept	RT	choseRight
18.009	4	64	0.34	0	0.711	0
28.042	4	50	0.39	0	0.521	0
38.075	4	43	0.69	0	0.677	0
49.108	4	44	0.44	0	0.53	0
57.158	4	23	0.83	0	1.314	0
67.207	4	21	0.96	0	1.183	0
76.257	4	49	0.43	0	0.611	0
83.29	4	49	0.71	0	1.927	0
92.323	4	31	0.79	1	1.488	1
99.356	4	56	0.68	0	0.725	0
110.389	4	70	0.34	0	0.435	0
120.439	4	65	0.55	0	0.561	0
132.472	4	83	0.52	0	0.571	0
143.504	4	62	0.3	0	0.587	0
153.537	4	82	0.23	0	0.502	0
161.587	4	81	0.1	0	0.509	0
173.62	4	50	0.48	0	0.445	0
194.652	4	71	0.19	0	0.656	0
208.685	4	52	0.41	0	0.569	0
216.719	4	49	0.44	0	0.431	0
223.768	4	49	0.51	0	0.409	0
234.801	4	76	0.44	0	0.473	0
243.834	4	46	0.48	0	0.598	0
254.883	4	36	0.59	0	0.572	0
262.916	4	39	0.3	0	0.478	0
274.949	4	55	0.44	0	0.44	0
283.982	4	72	0.4	0	0.513	0
289.048	4	53	0.54	0	0.416	0
295.098	4	63	0.27	0	0.472	0
309.131	4	82	0.09	0	0.845	0
