onset	duration	amount	Delay	choseAccept	RT	choseRight
15.046	4	64	89	1	0.894	0
25.092	4	65	159	0	0.708	1
35.138	4	66	58	0	0.744	1
46.183	4	63	37	0	2.43	1
54.229	4	79	92	0	1.103	1
64.263	4	43	19	1	1.281	0
73.309	4	34	43	0	1.569	1
80.332	4	43	38	0	1.57	1
89.366	4	65	156	0	1.292	1
96.4	4	58	73	0	1.27	1
107.446	4	44	92	0	1.045	1
117.48	4	45	72	0	1.894	1
129.525	4	62	180	0	1.062	1
140.559	4	29	44	0	1.98	1
150.605	4	57	89	0	1.507	1
158.639	4	67	103	0	1.27	1
170.685	4	33	78	0	0.898	1
191.729	4	23	42	0	1.229	1
205.763	4	74	121	0	1.437	1
213.797	4	71	176	0	1.464	1
220.82	4	41	27	1	2.157	0
231.865	4	39	104	0	1.141	1
240.911	4	25	108	0	1.067	1
251.957	4	67	41	1	2.117	0
259.991	4	28	163	0	1.03	1
272.025	4	82	74	0	1.449	1
281.071	4	55	107	0	1.14	1
286.117	4	23	110	0	1.297	1
292.151	4	22	21	0	1.909	1
306.197	4	30	36	0	2.001	1
