onset	duration	amount	Delay	choseAccept	RT	choseRight
17.825	4	61	141	1	1.919	1
23.859	4	66	71	1	1.212	1
39.904	4	54	126	0	1.998	0
46.938	4	45	72	0	2.584	0
58.984	4	29	75	0	1.026	0
73.029	4	27	142	0	1.089	0
81.075	4	22	27	0	2.257	0
88.11	4	30	23	1	1.367	1
96.144	4	23	42	0	1.622	0
109.189	4	25	141	0	0.8	0
119.223	4	39	161	0	1.094	0
139.268	4	77	161	1	3.231	1
149.29	4	43	38	1	2.245	1
158.312	4	67	74	1	1.907	1
171.358	4	71	176	0	1.372	0
186.403	4	78	108	1	1.61	1
197.448	4	83	105	1	1.819	1
206.471	4	41	55	1	1.455	1
214.493	4	55	163	0	1.275	0
220.516	4	82	74	1	0.886	1
232.561	4	79	92	1	1.638	1
239.596	4	75	60	1	1.182	1
246.63	4	27	130	0	0.997	0
256.676	4	45	107	0	0.924	0
264.699	4	54	22	1	1.315	1
273.733	4	64	89	0	1.531	0
281.767	4	34	43	0	2.367	0
286.813	4	25	70	0	1.199	0
297.859	4	74	121	0	1.343	0
308.893	4	27	91	0	1.126	0
