onset	duration	amount	Delay	choseAccept	RT	choseRight
17.644	4	43	19	1	1.218	0
22.679	4	67	41	1	1.359	0
32.713	4	58	73	0	2.01	1
41.759	4	66	58	1	1.338	0
48.781	4	62	180	0	1.521	1
66.826	4	49	140	0	1.044	1
77.872	4	43	120	0	0.718	1
87.917	4	77	142	0	1.237	1
102.962	4	58	53	1	1.292	0
111.985	4	32	74	0	1.646	1
125.03	4	80	145	0	1.618	1
135.076	4	45	157	0	1.13	1
152.121	4	52	139	0	1.02	1
157.167	4	23	61	0	1.383	1
171.212	4	48	128	0	0.979	1
179.247	4	67	103	0	0.784	1
185.281	4	55	107	0	0.849	1
194.327	4	71	76	1	2.228	0
203.361	4	77	24	1	1.764	0
211.396	4	24	38	0	1.746	1
219.43	4	58	55	1	1.533	0
228.464	4	57	89	0	1.388	1
237.498	4	25	108	0	1.356	1
244.532	4	32	57	0	1.059	1
250.567	4	81	58	1	1.516	0
262.601	4	36	140	0	0.769	1
272.635	4	31	74	0	1.084	1
284.68	4	24	89	0	0.933	1
297.726	4	33	103	0	0.647	1
307.771	4	40	159	0	0.822	1
