onset	duration	amount	Probability	choseAccept	RT	choseRight
15.271	4	56	0.49	1	1.935	1
23.321	4	40	0.39	1	2.124	1
38.354	4	41	0.6	1	2.026	1
44.387	4	42	0.6	1	1.699	1
54.42	4	52	0.47	1	1.827	1
63.453	4	76	0.44	1	1.313	1
73.486	4	25	0.89	1	1.816	1
78.552	4	22	0.98	1	1.41	1
83.602	4	84	0.25	1	2.217	1
88.668	4	82	0.31	1	1.249	1
103.701	4	58	0.46	1	1.779	1
110.734	4	29	0.83	1	1.578	1
120.767	4	77	0.43	1	1.523	1
127.8	4	22	0.89	0	2.271	0
135.833	4	70	0.34	1	2.033	1
141.883	4	64	0.34	1	2.117	1
151.933	4	81	0.1	0	2.254	0
163.965	4	77	0.38	1	1.47	1
171.998	4	68	0.64	1	1.632	1
194.031	4	72	0.33	1	1.564	1
202.064	4	61	0.67	1	1.265	1
212.097	4	39	0.3	0	1.622	0
219.13	4	21	0.93	0	1.83	0
236.179	4	63	0.27	0	1.897	0
246.229	4	76	0.43	1	1.275	1
259.278	4	39	0.49	1	1.982	1
270.311	4	21	0.97	0	2.621	0
281.344	4	35	0.78	1	1.523	1
294.377	4	40	0.79	1	1.623	1
309.426	4	72	0.34	0	2.126	0
