onset	duration	amount	Delay	choseAccept	RT	choseRight
13.329	4	71	176	1	1.285	1
22.378	4	32	111	0	1.308	0
30.411	4	22	21	0	1.861	0
40.444	4	31	76	1	1.631	1
54.477	4	70	108	1	1.285	1
62.527	4	36	140	1	2.559	1
72.559	4	58	36	1	1.173	1
78.593	4	71	76	1	1.137	1
84.642	4	56	93	1	1.258	1
98.675	4	55	107	1	0.874	1
107.708	4	25	176	0	1.52	0
119.758	4	23	110	0	1.358	0
129.791	4	23	176	0	1.062	0
137.84	4	49	140	1	1.337	1
144.89	4	45	72	1	1.087	1
151.94	4	54	126	1	1.298	1
160.973	4	82	74	1	1.139	1
168.006	4	23	134	0	1.401	0
180.055	4	74	52	1	1.009	1
191.088	4	75	41	1	1.123	1
203.121	4	41	174	1	1.077	1
208.171	4	39	104	1	2.091	1
217.204	4	34	176	0	2.212	0
230.236	4	42	145	1	1.519	1
245.286	4	67	41	1	1.015	1
264.318	4	62	180	1	0.728	1
273.351	4	28	132	0	2.271	0
284.385	4	78	108	1	0.821	1
295.418	4	25	70	1	1.731	1
306.45	4	65	156	1	0.761	1
