onset	duration	amount	Delay	choseAccept	RT	choseRight
18.717	4	32	57	1	1.859	0
23.767	4	77	161	1	1.105	0
33.8	4	81	58	1	1.008	0
42.833	4	62	180	1	1.527	0
49.866	4	23	134	0	0.989	1
67.915	4	39	104	0	2.004	1
78.949	4	78	129	1	1.426	0
88.982	4	33	78	1	1.857	0
104.014	4	66	145	1	1.769	0
113.064	4	78	108	1	0.878	0
126.097	4	32	74	0	1.301	1
136.147	4	27	142	0	1.619	1
153.196	4	73	44	1	1.234	0
158.263	4	77	142	1	0.879	0
172.296	4	67	23	1	1.278	0
180.329	4	45	157	1	1.212	0
186.362	4	52	139	1	1.123	0
195.395	4	24	89	0	1.138	1
204.428	4	23	176	0	0.969	1
212.478	4	58	55	1	1.087	0
220.528	4	50	59	1	1.173	0
229.561	4	71	88	1	1.1	0
238.594	4	23	42	0	0.962	1
245.627	4	57	89	1	1.081	0
251.66	4	67	103	1	1.32	0
263.694	4	67	74	1	0.782	0
273.726	4	24	38	0	0.894	1
285.759	4	43	19	1	1.445	0
298.792	4	23	77	0	1.475	1
308.825	4	29	44	0	1.114	1
