onset	duration	amount	Probability	choseAccept	RT	choseRight
14.896	4	21	0.93	1	1.823	0
22.929	4	22	0.89	1	2.239	0
37.961	4	49	0.71	1	2.744	0
43.994	4	43	0.69	0	2.061	1
54.044	4	77	0.39	0	1.01	1
63.077	4	83	0.28	0	1.411	1
73.143	4	40	0.66	0	1.974	1
78.193	4	50	0.39	0	0.627	1
83.243	4	31	0.61	0	1.22	1
88.292	4	72	0.33	0	0.674	1
103.325	4	83	0.52	1	2.737	0
110.358	4	33	0.8	1	2.278	0
120.391	4	79	0.49	0	1.492	1
127.441	4	42	0.58	0	1.22	1
135.49	4	68	0.64	0	1.498	1
141.54	4	40	0.71	1	2.269	0
151.573	4	44	0.44	0	0.924	1
163.606	4	85	0.59	0	1.091	1
171.639	4	49	0.44	0	0.684	1
193.688	4	40	0.39	0	0.699	1
201.738	4	33	0.91	1	1.464	0
211.77	4	49	0.43	0	1.104	1
218.803	4	76	0.44	0	1.063	1
235.853	4	77	0.38	0	1.984	1
245.902	4	49	0.56	0	0.742	1
258.935	4	58	0.83	1	1.365	0
269.985	4	75	0.48	0	1.007	1
281.017	4	73	0.74	1	1.872	0
294.05	4	53	0.48	0	0.772	1
309.083	4	82	0.29	0	1.51	1
