onset	duration	amount	Delay	choseAccept	RT	choseRight
19.738	4	41	174	0	1.229	1
29.804	4	79	92	1	1.812	0
38.837	4	77	142	0	1.653	1
49.886	4	39	104	0	1.459	1
63.936	4	30	36	1	2.315	0
78.985	4	29	44	0	1.937	1
85.018	4	33	78	0	2.416	1
102.083	4	45	72	1	2.141	0
110.116	4	78	129	1	2.076	0
121.149	4	80	39	1	2.749	0
126.215	4	55	163	0	1.368	1
131.282	4	25	176	0	1.514	1
144.348	4	22	21	0	2.481	1
161.397	4	49	172	0	1.509	1
169.43	4	66	145	0	2.195	1
177.479	4	42	145	0	2.221	1
190.512	4	55	107	0	1.237	1
200.545	4	29	58	0	2.141	1
206.578	4	81	58	1	1.826	0
217.61	4	32	74	0	2.09	1
225.643	4	65	159	0	0.976	1
234.676	4	40	159	0	1.761	1
240.709	4	85	129	0	2.009	1
250.742	4	25	74	0	2.482	1
259.791	4	71	88	0	2.166	1
266.841	4	28	163	0	1.887	1
277.874	4	31	74	0	2.421	1
287.906	4	50	41	1	1.6	0
297.972	4	58	72	1	2.424	0
309.005	4	30	23	1	2.462	0
