onset	duration	amount	Probability	choseAccept	RT	choseRight
19.228	4	82	0.31	0	1.072	1
24.278	4	79	0.49	1	0.903	0
34.311	4	33	0.91	1	1.1	0
43.36	4	79	0.45	1	0.88	0
50.393	4	78	0.26	0	0.835	1
68.459	4	44	0.44	1	1.286	0
79.509	4	58	0.46	1	1.007	0
89.542	4	52	0.41	1	0.88	0
104.574	4	64	0.33	0	0.755	1
113.607	4	82	0.47	1	0.702	0
126.64	4	77	0.43	1	0.726	0
136.673	4	60	0.51	1	0.687	0
153.705	4	49	0.44	1	1.128	0
158.755	4	83	0.3	0	1.197	1
172.805	4	61	0.67	1	0.918	0
180.871	4	23	0.83	0	1.477	1
186.904	4	40	0.66	1	0.64	0
195.954	4	21	0.93	1	1.545	0
204.987	4	24	0.96	1	1.402	0
213.02	4	46	0.48	1	0.914	0
221.053	4	75	0.24	0	0.91	1
230.085	4	84	0.25	0	0.728	1
239.118	4	75	0.48	1	0.809	0
246.151	4	29	0.83	1	0.74	0
252.185	4	83	0.54	1	0.641	0
264.217	4	83	0.28	0	0.946	1
274.284	4	53	0.48	1	0.811	0
286.316	4	21	0.96	1	1.116	0
299.366	4	40	0.79	1	0.741	0
309.399	4	70	0.34	0	1.247	1
