onset	duration	amount	Delay	choseAccept	RT	choseRight
18.354	4	57	89	1	0.686	1
28.403	4	36	114	1	0.838	1
38.436	4	31	74	1	1.168	1
49.486	4	55	107	1	1.43	1
57.519	4	29	75	1	0.783	1
67.568	4	39	95	1	1.158	1
76.601	4	66	71	1	0.641	1
83.634	4	25	108	1	0.809	1
92.667	4	23	134	1	0.979	1
99.7	4	54	23	1	1.261	1
110.733	4	25	70	1	0.68	1
120.766	4	63	37	1	1.233	1
132.815	4	41	174	1	0.846	1
143.848	4	31	76	1	0.681	1
153.881	4	55	163	1	0.773	1
161.914	4	25	176	1	1.245	1
173.964	4	24	87	1	1.019	1
195.013	4	58	53	1	0.693	1
209.045	4	58	36	1	0.787	1
217.079	4	50	59	1	0.701	1
224.128	4	80	145	1	0.856	1
235.161	4	72	95	1	0.746	1
244.211	4	85	129	1	1.038	1
255.243	4	71	88	1	0.653	1
263.293	4	43	120	1	1.194	1
275.343	4	45	157	1	0.78	1
284.375	4	45	26	1	1.265	1
289.425	4	50	129	1	1.181	1
295.458	4	58	55	1	1.115	1
309.508	4	50	41	1	0.803	1
