onset	duration	amount	Delay	choseAccept	RT	choseRight
15.249	4	69	172	1	1.9	1
22.298	4	66	71	1	1.987	1
33.348	4	29	75	0	2.284	0
41.398	4	57	89	1	1.571	1
50.447	4	23	61	0	2.424	0
57.48	4	30	23	1	2.545	1
69.513	4	77	24	1	3.318	1
77.563	4	32	111	0	1.151	0
96.613	4	27	91	0	3.962	0
101.679	4	70	108	1	2.087	1
110.729	4	52	139	1	3.757	1
121.762	4	41	174	0	3.18	0
132.811	4	65	137	1	2.255	1
141.844	4	72	95	1	1.97	1
148.878	4	24	87	0	2.575	0
157.911	4	23	176	0	1.475	0
164.96	4	27	130	0	1.571	0
177.993	4	58	73	1	1.228	1
195.026	4	67	41	1	2.264	1
203.059	4	56	172	1	2.336	1
209.109	4	75	41	1	1.718	1
232.175	4	71	76	1	1.227	1
240.208	4	25	176	0	1.107	0
248.241	4	31	74	1	1.971	1
257.274	4	44	143	0	2.154	0
275.307	4	32	57	1	2.778	1
280.357	4	28	132	0	1.362	0
288.407	4	71	176	1	1.821	1
297.44	4	25	141	0	1.698	0
308.489	4	23	110	0	1.214	0
