onset	duration	amount	Delay	choseAccept	RT	choseRight
13.561	4	42	145	1	3.301	0
18.628	4	39	161	0	1.086	1
33.677	4	67	23	1	1.016	0
49.727	4	77	161	1	2.546	0
59.76	4	64	89	1	2.192	0
68.793	4	29	44	1	3.05	0
76.842	4	41	27	1	2.398	0
84.875	4	76	161	1	1.7	0
97.942	4	60	124	n/a	n/a	n/a
115.008	4	67	103	1	1.609	0
125.041	4	61	141	0	1.594	1
133.074	4	24	38	1	1.331	0
141.107	4	78	108	1	1.471	0
153.14	4	80	39	1	1.26	0
162.173	4	67	74	1	1.28	0
171.206	4	49	140	0	1.821	1
180.239	4	24	139	0	1.356	1
190.272	4	27	142	0	2.049	1
200.322	4	23	77	0	2.291	1
211.355	4	44	92	1	1.922	0
221.388	4	41	129	1	1.336	0
228.438	4	43	19	1	1.874	0
238.471	4	34	43	1	1.077	0
243.52	4	30	36	1	1.225	0
248.57	4	25	108	0	1.995	1
263.636	4	54	23	1	1.545	0
271.67	4	74	121	1	1.223	0
281.703	4	54	22	1	1.462	0
297.752	4	50	41	1	1.207	0
307.785	4	66	145	1	1.278	0
