onset	duration	amount	Delay	choseAccept	RT	choseRight
17.091	4	76	161	0	2.31	0
23.124	4	67	41	1	2.146	1
39.174	4	29	44	0	1.402	0
46.223	4	23	42	0	1.778	0
58.256	4	40	159	0	0.585	0
72.306	4	67	23	1	1.542	1
80.339	4	71	176	0	0.624	0
87.372	4	52	139	0	0.892	0
95.405	4	50	41	1	2.325	1
108.438	4	33	78	0	1.281	0
118.504	4	45	107	0	0.821	0
138.537	4	67	74	1	1.167	1
148.587	4	22	21	0	1.039	0
157.62	4	72	95	0	2.659	0
170.653	4	75	60	1	1.705	1
185.686	4	41	174	0	0.661	0
196.752	4	24	89	0	1.195	0
205.802	4	30	36	0	1.516	0
213.868	4	45	26	1	1.288	1
219.901	4	83	105	0	1.685	0
231.967	4	74	121	0	0.708	0
239.001	4	77	161	0	0.595	0
246.05	4	30	23	0	2.585	0
256.1	4	73	44	1	1.871	1
264.133	4	34	176	0	0.773	0
273.166	4	27	130	0	1.317	0
281.216	4	24	139	0	0.799	0
286.282	4	42	145	0	0.536	0
297.332	4	80	145	0	3.673	0
308.365	4	31	74	0	1.894	0
