onset	duration	amount	Delay	choseAccept	RT	choseRight
17.947	4	34	43	0	1.455	1
27.98	4	29	75	0	2.029	1
38.046	4	54	22	1	1.356	0
49.096	4	66	71	0	1.538	1
57.146	4	27	91	0	1.224	1
67.195	4	24	38	0	1.9	1
76.245	4	36	140	0	1.006	1
83.278	4	32	57	1	2.748	0
92.311	4	41	129	0	1.02	1
99.345	4	78	108	0	1.235	1
110.394	4	43	120	0	2.823	1
120.427	4	74	52	1	1.462	0
132.46	4	41	27	1	1.894	0
143.51	4	57	89	0	1.779	1
153.559	4	58	53	1	1.936	0
161.609	4	43	38	0	1.326	1
173.642	4	32	111	0	1.1	1
194.691	4	33	163	0	1.174	1
208.724	4	71	88	0	2.165	1
216.774	4	56	172	0	0.837	1
223.824	4	58	36	1	1.412	0
234.857	4	75	41	1	1.154	0
243.89	4	54	23	1	1.628	0
254.923	4	61	141	0	1	1
262.973	4	28	163	0	0.917	1
275.022	4	77	24	1	1.582	0
284.055	4	23	110	0	0.796	1
289.122	4	58	55	1	1.551	0
295.171	4	55	163	0	0.848	1
309.238	4	58	73	0	1.636	1
