onset	duration	amount	Probability	choseAccept	RT	choseRight
15.407	4	83	0.32	1	2.641	0
22.441	4	40	0.39	0	1.711	1
33.474	4	28	0.63	0	1.803	1
41.507	4	36	0.59	1	1.657	0
50.54	4	65	0.55	1	1.419	0
57.574	4	76	0.44	1	1.742	0
69.606	4	58	0.46	1	1.665	0
77.64	4	78	0.26	0	2.535	1
96.689	4	56	0.49	1	1.553	0
101.739	4	74	0.39	1	2.817	0
110.789	4	31	0.79	1	2.676	0
121.822	4	33	0.8	1	2.006	0
132.855	4	58	0.45	1	1.791	0
141.889	4	82	0.31	1	2.314	0
148.922	4	76	0.26	0	2.19	1
157.955	4	77	0.43	1	1.67	0
164.988	4	63	0.57	1	1.518	0
178.038	4	46	0.21	0	1.926	1
195.071	4	82	0.09	0	1.803	1
203.104	4	35	0.7	1	2.205	0
209.138	4	82	0.29	0	2.946	1
232.187	4	55	0.44	1	2.074	0
240.22	4	72	0.34	1	1.423	0
248.254	4	49	0.71	1	2.369	0
257.304	4	49	0.56	1	1.801	0
275.353	4	61	0.67	1	1.418	0
280.42	4	81	0.1	0	2.074	1
288.453	4	79	0.49	1	2.154	0
297.486	4	21	0.93	0	2.038	1
308.519	4	28	0.89	0	3.098	1
