onset	duration	amount	Delay	choseAccept	RT	choseRight
16.262	4	78	108	1	1.024	1
23.308	4	81	58	1	0.739	1
34.342	4	29	58	1	1.575	1
42.388	4	44	92	1	1.276	1
51.422	4	27	91	1	2.446	1
58.456	4	28	132	0	1.803	0
70.502	4	43	19	1	0.682	1
78.548	4	27	142	1	0.993	1
97.581	4	39	161	1	1.875	1
102.615	4	43	38	1	1.843	1
111.65	4	67	103	1	1.232	1
122.672	4	39	95	1	0.705	1
133.717	4	55	163	1	1.294	1
142.763	4	30	36	1	0.778	1
149.798	4	45	107	1	1.018	1
158.832	4	27	130	0	0.984	0
165.866	4	23	176	0	0.674	0
178.912	4	40	159	1	1.221	1
195.956	4	33	78	1	1.264	1
203.979	4	23	42	0	1.204	0
210.002	4	25	141	0	1.289	0
233.046	4	39	104	1	1.136	1
241.068	4	70	108	1	0.967	1
249.103	4	28	163	0	0.948	0
258.148	4	28	123	0	1.487	0
276.181	4	23	134	0	1.725	0
281.228	4	25	74	1	1.607	1
289.25	4	60	124	1	0.832	1
298.273	4	67	41	1	0.736	1
309.295	4	73	44	1	0.974	1
