onset	duration	amount	Delay	choseAccept	RT	choseRight
16.173	4	72	95	1	1.798	1
23.205	4	43	120	0	1.347	0
34.255	4	71	176	0	1.635	0
42.305	4	78	108	0	1.175	0
51.338	4	55	163	0	1.3	0
58.387	4	65	156	0	1.583	0
70.437	4	80	39	1	1.633	1
78.487	4	48	128	0	1.256	0
97.519	4	75	60	1	1.488	1
102.569	4	77	142	0	1.433	0
111.619	4	39	95	0	1.928	0
122.651	4	50	129	0	1.439	0
133.684	4	67	103	0	1.494	0
142.717	4	44	143	0	1.067	0
149.767	4	70	108	1	2.125	1
158.8	4	54	23	1	1.654	1
165.834	4	33	163	0	1.601	0
178.882	4	41	55	1	1.558	1
195.932	4	45	157	0	1.33	0
203.981	4	63	37	1	1.383	1
210.015	4	28	123	0	1.46	0
233.064	4	31	74	0	2.25	0
241.113	4	58	73	0	1.548	0
249.163	4	23	110	0	1.267	0
258.213	4	57	89	0	2.067	0
276.262	4	27	142	0	1.42	0
281.328	4	43	19	0	3.842	0
289.361	4	54	126	0	1.241	0
298.394	4	65	159	0	1.253	0
309.444	4	83	105	1	2.075	1
