onset	duration	amount	Probability	choseAccept	RT	choseRight
15.975	4	36	0.59	0	1.233	1
25.025	4	77	0.38	0	1.278	1
33.058	4	82	0.23	0	0.853	1
43.092	4	35	0.73	0	1.139	1
57.124	4	49	0.43	0	1.443	1
65.157	4	62	0.3	0	0.762	1
75.19	4	72	0.33	0	0.721	1
81.224	4	35	0.7	1	1.239	0
87.257	4	56	0.44	0	1.581	1
101.306	4	42	0.6	1	1.172	0
110.339	4	78	0.42	0	1.227	1
122.372	4	41	0.6	1	1.378	0
132.405	4	28	0.63	0	1.401	1
140.455	4	44	0.44	0	1.095	1
147.505	4	25	0.89	1	1.1	0
154.555	4	58	0.83	1	0.97	0
163.588	4	42	0.58	0	1.297	1
170.638	4	61	0.67	1	1.087	0
182.671	4	31	0.61	0	0.99	1
193.704	4	79	0.45	0	1.029	1
205.753	4	72	0.5	1	0.9	0
210.803	4	43	0.69	1	1.025	0
219.836	4	82	0.09	0	0.912	1
232.869	4	49	0.71	0	1.111	1
247.919	4	28	0.89	1	1.013	0
266.952	4	81	0.1	0	0.7	1
276.001	4	74	0.39	0	0.85	1
287.051	4	39	0.49	0	1.264	1
298.101	4	83	0.52	1	0.782	0
309.134	4	22	0.98	1	0.853	0
