onset	duration	amount	Probability	choseAccept	RT	choseRight
16.065	4	58	0.46	0	0.918	1
25.115	4	21	0.97	0	1.4	1
33.165	4	30	0.7	0	1.25	1
43.215	4	33	0.62	0	1.425	1
57.247	4	54	0.52	0	1.057	1
65.28	4	77	0.38	0	1.023	1
75.313	4	76	0.43	0	0.816	1
81.363	4	63	0.57	1	1.551	0
87.43	4	77	0.43	0	1.145	1
101.463	4	32	0.57	0	1.602	1
110.512	4	75	0.24	0	1.174	1
122.545	4	85	0.59	1	1.673	0
132.578	4	50	0.57	0	1.326	1
140.611	4	56	0.44	0	0.816	1
147.661	4	62	0.18	0	0.951	1
154.711	4	58	0.83	1	1.202	0
163.761	4	57	0.3	0	0.884	1
170.81	4	35	0.78	0	1.066	1
182.86	4	53	0.48	0	0.717	1
193.91	4	41	0.63	0	1.197	1
205.959	4	40	0.79	0	1.422	1
211.009	4	47	0.72	0	1.656	1
220.042	4	29	0.83	0	1.385	1
233.092	4	25	0.89	0	1.51	1
248.125	4	23	0.96	0	1.287	1
267.157	4	66	0.25	0	1.309	1
276.19	4	40	0.39	0	1.301	1
287.24	4	49	0.56	0	1.069	1
298.29	4	42	0.6	0	1.183	1
309.339	4	82	0.29	0	0.913	1
