onset	duration	amount	Probability	choseAccept	RT	choseRight
15.264	4	71	0.36	1	2.007	0
23.297	4	50	0.39	1	0.912	0
38.33	4	63	0.57	1	1.358	0
44.363	4	49	0.43	1	0.868	0
54.413	4	47	0.72	1	1.151	0
63.463	4	57	0.3	0	2.019	1
73.513	4	49	0.71	1	1.156	0
78.563	4	50	0.57	1	0.946	0
83.613	4	35	0.73	1	1.165	0
88.662	4	83	0.32	0	1.9	1
103.712	4	52	0.47	1	1.864	0
110.745	4	29	0.83	0	1.704	1
120.778	4	72	0.33	0	1.617	1
127.828	4	75	0.48	1	1.036	0
135.862	4	76	0.26	1	1.559	0
141.894	4	57	0.58	1	1.156	0
151.928	4	46	0.77	1	1.111	0
163.961	4	22	0.98	0	1.291	1
171.994	4	54	0.52	1	1.62	0
194.043	4	33	0.8	1	1.964	0
202.076	4	82	0.31	1	1.837	0
212.109	4	55	0.44	1	1.099	0
219.143	4	28	0.89	1	1.206	0
236.175	4	82	0.09	0	1.029	1
246.209	4	71	0.19	0	1.355	1
259.242	4	83	0.54	1	1.45	0
270.291	4	68	0.64	1	1.463	0
281.324	4	41	0.63	1	1.439	0
294.357	4	42	0.6	1	1.293	0
309.39	4	77	0.43	1	0.787	0
