onset	duration	amount	Probability	choseAccept	RT	choseRight
20.234	4	79	0.45	0	1.025	1
30.268	4	77	0.39	0	0.855	1
39.301	4	74	0.39	0	0.586	1
50.334	4	47	0.72	1	1.066	0
64.4	4	31	0.61	0	1.048	1
79.449	4	50	0.48	0	0.943	1
85.482	4	46	0.33	0	0.739	1
102.515	4	82	0.29	0	0.756	1
110.565	4	82	0.48	0	0.731	1
121.631	4	70	0.34	0	0.651	1
126.698	4	55	0.44	0	0.666	1
131.764	4	53	0.48	0	0.665	1
144.814	4	49	0.71	1	1.001	0
161.863	4	49	0.51	0	1.048	1
169.913	4	85	0.59	1	1.284	0
177.963	4	60	0.51	0	0.836	1
191.013	4	40	0.71	1	1.109	0
201.045	4	32	0.57	0	0.736	1
207.079	4	78	0.42	0	0.738	1
218.112	4	82	0.31	0	1.036	1
226.145	4	82	0.25	0	0.584	1
235.194	4	82	0.47	0	0.657	1
241.228	4	83	0.3	0	0.596	1
251.277	4	77	0.43	0	0.521	1
260.31	4	72	0.34	0	0.914	1
267.36	4	29	0.83	1	1.261	0
278.393	4	58	0.45	0	0.589	1
288.426	4	66	0.25	0	0.695	1
298.476	4	83	0.52	0	0.733	1
309.525	4	83	0.28	0	0.624	1
